Aarão	,aa*'&U~
capitalizo	k,apital'izU
capitalizou	k,apit,aliz'ow
capitalizá	k,apit,aliz'a
capitalizáramos	k,apit,aliz'a*&mUs
capitalizáreis	k,apit,aliz'a*eIs
capitalizásseis	k,apit,aliz'aseIs
capitalizássemos	k,apit,aliz'asemUs
capitalizávamos	k,apit,aliz'av&mUs
capitalizáveis	k,apit,aliz'aveIs
capitaneada	k,apit,&ne'ad&
capitaneadas	k,apit,&ne'ad&s
capitaneado	k,apit,&ne'adU
capitaneados	k,apit,&ne'adUs
capitaneai	k,apit,&ne'aI
capitaneais	k,apit,&ne'aIs
capitaneamo	k,apit,&ne'&~mU
capitaneamos	k,apit,&ne'&~mUs
capitaneando	k,apit,&ne'&~NdU
capitanear	k,apit,&ne'ar
capitaneara	k,apit,&ne'a*&
capitanearam	k,apit,&ne'a*&U~
capitanearas	k,apit,&ne'a*&s
capitaneardes	k,apit,&ne'a*@-dZys
capitanearei	k,apit,&nea*'eI
capitaneareis	k,apit,&nea*'eIs
capitanearem	k,apit,&ne'a*eIN
capitanearemo	k,apit,&nea*'emU
capitanearemos	k,apit,&nea*'emUs
capitaneares	k,apit,&ne'a*ys
capitanearia	k,apit,&nea*'i;&
capitaneariam	k,apit,&nea*'i;&U~
capitanearias	k,apit,&nea*'i;&s
capitanearmo	k,apit,&ne'a*@-mU
capitanearmos	k,apit,&ne'a*@-mUs
capitaneará	k,apit,&nea*'a
capitanearás	k,apit,&nea*'as
capitanearão	k,apit,&nea*'&U~
capitanearíamos	k,apit,&nea*'i;&mUs
capitanearíeis	k,apit,&nea*'i;eIs
capitaneasse	k,apit,&ne'asy
capitaneassem	k,apit,&ne'aseIN
capitaneasses	k,apit,&ne'asys
capitaneaste	k,apit,&ne'astSy
capitaneastes	k,apit,&ne'astSys
capitaneava	k,apit,&ne'av&
capitaneavam	k,apit,&ne'av&U~
capitaneavas	k,apit,&ne'av&s
capitaneei	k,apit,&ne'eI
capitaneeis	k,apit,&ne'eIs
capitaneemo	k,apit,&ne'emU
capitaneemos	k,apit,&ne'emUs
capitaneia	k,apit&n'eI;&
capitaneiam	k,apit&n'eI;&U~
capitaneias	k,apit&n'eI;&s
capitaneie	k,apit&n'eI;y
capitaneiem	k,apit&n'eI;eIN
capitaneies	k,apit&n'eI;ys
capitaneio	k,apit&n'eI;U
capitaneou	k,apit,&ne'ow
capitaneá	k,apit,&ne'a
capitaneáramos	k,apit,&ne'a*&mUs
capitaneáreis	k,apit,&ne'a*eIs
capitaneásseis	k,apit,&ne'aseIs
capitaneássemos	k,apit,&ne'asemUs
capitaneávamos	k,apit,&ne'av&mUs
capitaneáveis	k,apit,&ne'aveIs
capitania	k,apit&n'i;&
capitanias	k,apit&n'i;&s
capitula	k,apit'ul&
capitulada	k,apitul'ad&
capituladas	k,apitul'ad&s
capitulado	k,apitul'adU
capitulados	k,apitul'adUs
capitulai	k,apitul'aI
capitulais	k,apitul'aIs
capitulam	k,apit'ul&U~
capitulamo	k,apitul'&~mU
capitulamos	k,apitul'&~mUs
capitulando	k,apitul'&~NdU
capitular	k,apitul'ar
capitulara	k,apitul'a*&
capitularam	k,apitul'a*&U~
capitularas	k,apitul'a*&s
capitulardes	k,apitul'a*@-dZys
capitularei	k,apit,ula*'eI
capitulareis	k,apit,ula*'eIs
capitularem	k,apitul'a*eIN
capitularemo	k,apit,ula*'emU
capitularemos	k,apit,ula*'emUs
capitulares	k,apitul'a*ys
capitularia	k,apit,ula*'i;&
capitulariam	k,apit,ula*'i;&U~
capitularias	k,apit,ula*'i;&s
capitularmo	k,apitul'a*@-mU
capitularmos	k,apitul'a*@-mUs
capitulará	k,apit,ula*'a
capitularás	k,apit,ula*'as
capitularão	k,apit,ula*'&U~
capitularíamos	k,apit,ula*'i;&mUs
capitularíeis	k,apit,ula*'i;eIs
capitulas	k,apit'ul&s
capitulasse	k,apitul'asy
capitulassem	k,apitul'aseIN
capitulasses	k,apitul'asys
capitulaste	k,apitul'astSy
capitulastes	k,apitul'astSys
capitulava	k,apitul'av&
capitulavam	k,apitul'av&U~
capitulavas	k,apitul'av&s
capitulação	k,apit,ulas'&U~
capitulações	k,apit,ulas'o~js
capitule	k,apit'uly
capitulei	k,apitul'eI
capituleis	k,apitul'eIs
capitulem	k,apit'uleIN
capitulemo	k,apitul'emU
capitulemos	k,apitul'emUs
capitules	k,apit'ulys
capitulo	k,apit'ulU
capitulou	k,apitul'ow
capitulá	k,apitul'a
capituláramos	k,apitul'a*&mUs
capituláreis	k,apitul'a*eIs
capitulásseis	k,apitul'aseIs
capitulássemos	k,apitul'asemUs
capitulávamos	k,apitul'av&mUs
capituláveis	k,apitul'aveIs
capitânia	k,apit'&~nj&
capitânias	k,apit'&~nj&s
capitã	k,apit'&~
capitães	k,apit'&~ys
capitão	k,apit'&U~
capitãs	k,apit'&~s
capivara	k,apiv'a*&
capivaras	k,apiv'a*&s
capixaba	k,apiS'ab&
capixabas	k,apiS'ab&s
capo	k'apU
capoeira	k,apo'eI*&
capoeirista	k,apoeI*'ist&
capoeiristas	k,apoeI*'ist&s
capota	k,ap'Ot&
capotada	k,apot'ad&
capotadas	k,apot'ad&s
capotado	k,apot'adU
capotados	k,apot'adUs
capotai	k,apot'aI
capotais	k,apot'aIs
capotam	k,ap'Ot&U~
capotamo	k,apot'&~mU
capotamos	k,apot'&~mUs
capotando	k,apot'&~NdU
capotar	k,apot'ar
capotara	k,apot'a*&
capotaram	k,apot'a*&U~
capotaras	k,apot'a*&s
capotardes	k,apot'a*@-dZys
capotarei	k,apota*'eI
capotareis	k,apota*'eIs
capotarem	k,apot'a*eIN
capotaremo	k,apota*'emU
capotaremos	k,apota*'emUs
capotares	k,apot'a*ys
capotaria	k,apota*'i;&
capotariam	k,apota*'i;&U~
capotarias	k,apota*'i;&s
capotarmo	k,apot'a*@-mU
capotarmos	k,apot'a*@-mUs
capotará	k,apota*'a
capotarás	k,apota*'as
capotarão	k,apota*'&U~
capotaríamos	k,apota*'i;&mUs
capotaríeis	k,apota*'i;eIs
capotas	k,ap'Ot&s
capotasse	k,apot'asy
capotassem	k,apot'aseIN
capotasses	k,apot'asys
capotaste	k,apot'astSy
capotastes	k,apot'astSys
capotava	k,apot'av&
capotavam	k,apot'av&U~
capotavas	k,apot'av&s
capote	k,ap'OtSy
capotei	k,apot'eI
capoteis	k,apot'eIs
capotem	k,ap'OteIN
capotemo	k,apot'emU
capotemos	k,apot'emUs
capotes	k,ap'OtSys
capoto	k,ap'OtU
capotou	k,apot'ow
capotá	k,apot'a
capotáramos	k,apot'a*&mUs
capotáreis	k,apot'a*eIs
capotásseis	k,apot'aseIs
capotássemos	k,apot'asemUs
capotávamos	k,apot'av&mUs
capotáveis	k,apot'aveIs
capou	kap'ow
cappuccino	k,aputS'inU
cappuccinos	k,aputS'inUs
capricha	k,apR'iS&
caprichada	k,apRiS'ad&
caprichadas	k,apRiS'ad&s
caprichado	k,apRiS'adU
caprichados	k,apRiS'adUs
caprichai	k,apRiS'aI
caprichais	k,apRiS'aIs
capricham	k,apR'iS&U~
caprichamo	k,apRiS'&~mU
caprichamos	k,apRiS'&~mUs
caprichando	k,apRiS'&~NdU
caprichar	k,apRiS'ar
caprichara	k,apRiS'a*&
capricharam	k,apRiS'a*&U~
capricharas	k,apRiS'a*&s
caprichardes	k,apRiS'a*@-dZys
capricharei	k,apRiSa*'eI
caprichareis	k,apRiSa*'eIs
capricharem	k,apRiS'a*eIN
capricharemo	k,apRiSa*'emU
capricharemos	k,apRiSa*'emUs
caprichares	k,apRiS'a*ys
capricharia	k,apRiSa*'i;&
caprichariam	k,apRiSa*'i;&U~
capricharias	k,apRiSa*'i;&s
capricharmo	k,apRiS'a*@-mU
capricharmos	k,apRiS'a*@-mUs
caprichará	k,apRiSa*'a
capricharás	k,apRiSa*'as
capricharão	k,apRiSa*'&U~
capricharíamos	k,apRiSa*'i;&mUs
capricharíeis	k,apRiSa*'i;eIs
caprichas	k,apR'iS&s
caprichasse	k,apRiS'asy
caprichassem	k,apRiS'aseIN
caprichasses	k,apRiS'asys
caprichaste	k,apRiS'astSy
caprichastes	k,apRiS'astSys
caprichava	k,apRiS'av&
caprichavam	k,apRiS'av&U~
caprichavas	k,apRiS'av&s
capriche	k,apR'iSy
caprichei	k,apRiS'eI
capricheis	k,apRiS'eIs
caprichem	k,apR'iSeIN
caprichemo	k,apRiS'emU
caprichemos	k,apRiS'emUs
capriches	k,apR'iSys
capricho	k,apR'iSU
caprichos	k,apR'iSUs
caprichosa	k,apRiS'Oz&
caprichosamente	k,apRiS,oz&m'eINtSy
caprichosas	k,apRiS'Oz&s
caprichoso	k,apRiS'ozU
caprichosos	k,apRiS'OzUs
caprichou	k,apRiS'ow
caprichá	k,apRiS'a
capricháramos	k,apRiS'a*&mUs
capricháreis	k,apRiS'a*eIs
caprichásseis	k,apRiS'aseIs
caprichássemos	k,apRiS'asemUs
caprichávamos	k,apRiS'av&mUs
capricháveis	k,apRiS'aveIs
capricórnio	k,apRik'O*@-njU
capricórnios	k,apRik'O*@-njUs
caprino	k,apR'inU
capta	k'apt&
captada	k,apt'ad&
captadas	k,apt'ad&s
captado	k,apt'adU
captados	k,apt'adUs
captai	kapt'aI
captais	kapt'aIs
captam	k'apt&U~
captamo	k,apt'&~mU
captamos	k,apt'&~mUs
captando	k,apt'&~NdU
captar	kapt'ar
captara	k,apt'a*&
captaram	k,apt'a*&U~
captaras	k,apt'a*&s
captardes	k,apt'a*@-dZys
captarei	k,apta*'eI
captareis	k,apta*'eIs
captarem	k,apt'a*eIN
captaremo	k,apta*'emU
captaremos	k,apta*'emUs
captares	k,apt'a*ys
captaria	k,apta*'i;&
captariam	k,apta*'i;&U~
captarias	k,apta*'i;&s
captarmo	k,apt'a*@-mU
captarmos	k,apt'a*@-mUs
captará	k,apta*'a
captarás	k,apta*'as
captarão	k,apta*'&U~
captaríamos	k,apta*'i;&mUs
captaríeis	k,apta*'i;eIs
captas	k'apt&s
captasse	k,apt'asy
captassem	k,apt'aseIN
captasses	k,apt'asys
captaste	k,apt'astSy
captastes	k,apt'astSys
captava	k,apt'av&
captavam	k,apt'av&U~
captavas	k,apt'av&s
captação	k,aptas'&U~
captações	k,aptas'o~js
capte	k'aptSy
captei	kapt'eI
capteis	kapt'eIs
captem	k'apteIN
captemo	k,apt'emU
captemos	k,apt'emUs
captes	k'aptSys
capto	k'aptU
captou	kapt'ow
captura	k,apt'u*&
capturada	k,aptu*'ad&
capturadas	k,aptu*'ad&s
capturado	k,aptu*'adU
capturados	k,aptu*'adUs
capturai	k,aptu*'aI
capturais	k,aptu*'aIs
capturam	k,apt'u*&U~
capturamo	k,aptu*'&~mU
capturamos	k,aptu*'&~mUs
capturando	k,aptu*'&~NdU
capturar	k,aptu*'ar
capturara	k,aptu*'a*&
capturaram	k,aptu*'a*&U~
capturaras	k,aptu*'a*&s
capturardes	k,aptu*'a*@-dZys
capturarei	k,aptu*a*'eI
capturareis	k,aptu*a*'eIs
capturarem	k,aptu*'a*eIN
capturaremo	k,aptu*a*'emU
capturaremos	k,aptu*a*'emUs
capturares	k,aptu*'a*ys
capturaria	k,aptu*a*'i;&
capturariam	k,aptu*a*'i;&U~
capturarias	k,aptu*a*'i;&s
capturarmo	k,aptu*'a*@-mU
capturarmos	k,aptu*'a*@-mUs
capturará	k,aptu*a*'a
capturarás	k,aptu*a*'as
capturarão	k,aptu*a*'&U~
capturaríamos	k,aptu*a*'i;&mUs
capturaríeis	k,aptu*a*'i;eIs
capturas	k,apt'u*&s
capturasse	k,aptu*'asy
capturassem	k,aptu*'aseIN
capturasses	k,aptu*'asys
capturaste	k,aptu*'astSy
capturastes	k,aptu*'astSys
capturava	k,aptu*'av&
capturavam	k,aptu*'av&U~
capturavas	k,aptu*'av&s
capture	k,apt'u*y
capturei	k,aptu*'eI
captureis	k,aptu*'eIs
capturem	k,apt'u*eIN
capturemo	k,aptu*'emU
capturemos	k,aptu*'emUs
captures	k,apt'u*ys
capturo	k,apt'u*U
capturou	k,aptu*'ow
capturá	k,aptu*'a
capturáramos	k,aptu*'a*&mUs
capturáreis	k,aptu*'a*eIs
capturásseis	k,aptu*'aseIs
capturássemos	k,aptu*'asemUs
capturávamos	k,aptu*'av&mUs
capturáveis	k,aptu*'aveIs
captá	kapt'a
captáramos	k,apt'a*&mUs
captáreis	k,apt'a*eIs
captásseis	k,apt'aseIs
captássemos	k,apt'asemUs
captávamos	k,apt'av&mUs
captáveis	k,apt'aveIs
capuchinho	k,apuS'in^U
capuchinhos	k,apuS'in^Us
capuz	kap'us
capuzes	k,ap'uzys
capá	kap'a
capáramos	k,ap'a*&mUs
capáreis	k,ap'a*eIs
capásseis	k,ap'aseIs
capássemos	k,ap'asemUs
capávamos	k,ap'av&mUs
capáveis	k,ap'aveIs
capítulo	k,ap'itulU
capítulos	k,ap'itulUs
capô	kap'o
capôs	kap'os
caquizeiro	k,akiz'eI*U
caquizeiros	k,akiz'eI*Us
cara	k'a*&
carabina	k,a*ab'in&
carabinas	k,a*ab'in&s
carabineiro	k,a*abin'eI*U
carabineiros	k,a*abin'eI*Us
caracol	k,a*ak'Ol
caractere	k,a*akt'E*y
caracteres	k,a*akt'E*ys
caracteristicamente	k,a*akt,e*istS,ik&m'eINtSy
caracteriza	k,a*akte*'iz&
caracterizada	k,a*akt,e*iz'ad&
caracterizadas	k,a*akt,e*iz'ad&s
caracterizado	k,a*akt,e*iz'adU
caracterizados	k,a*akt,e*iz'adUs
caracterizai	k,a*akt,e*iz'aI
caracterizais	k,a*akt,e*iz'aIs
caracterizam	k,a*akte*'iz&U~
caracterizamo	k,a*akt,e*iz'&~mU
caracterizamos	k,a*akt,e*iz'&~mUs
caracterizando	k,a*akt,e*iz'&~NdU
caracterizar	k,a*akt,e*iz'ar
caracterizara	k,a*akt,e*iz'a*&
caracterizaram	k,a*akt,e*iz'a*&U~
caracterizaras	k,a*akt,e*iz'a*&s
caracterizardes	k,a*akt,e*iz'a*@-dZys
caracterizarei	k,a*akt,e*iza*'eI
caracterizareis	k,a*akt,e*iza*'eIs
caracterizarem	k,a*akt,e*iz'a*eIN
caracterizaremo	k,a*akt,e*iza*'emU
caracterizaremos	k,a*akt,e*iza*'emUs
caracterizares	k,a*akt,e*iz'a*ys
caracterizaria	k,a*akt,e*iza*'i;&
caracterizariam	k,a*akt,e*iza*'i;&U~
caracterizarias	k,a*akt,e*iza*'i;&s
caracterizarmo	k,a*akt,e*iz'a*@-mU
caracterizarmos	k,a*akt,e*iz'a*@-mUs
caracterizará	k,a*akt,e*iza*'a
caracterizarás	k,a*akt,e*iza*'as
caracterizarão	k,a*akt,e*iza*'&U~
caracterizaríamos	k,a*akt,e*iza*'i;&mUs
caracterizaríeis	k,a*akt,e*iza*'i;eIs
caracterizas	k,a*akte*'iz&s
caracterizasse	k,a*akt,e*iz'asy
caracterizassem	k,a*akt,e*iz'aseIN
caracterizasses	k,a*akt,e*iz'asys
caracterizaste	k,a*akt,e*iz'astSy
caracterizastes	k,a*akt,e*iz'astSys
caracterizava	k,a*akt,e*iz'av&
caracterizavam	k,a*akt,e*iz'av&U~
caracterizavas	k,a*akt,e*iz'av&s
caracterização	k,a*akt,e*izas'&U~
caracterizações	k,a*akt,e*izas'o~js
caracterize	k,a*akte*'izy
caracterizei	k,a*akt,e*iz'eI
caracterizeis	k,a*akt,e*iz'eIs
caracterizem	k,a*akte*'izeIN
caracterizemo	k,a*akt,e*iz'emU
caracterizemos	k,a*akt,e*iz'emUs
caracterizes	k,a*akte*'izys
caracterizo	k,a*akte*'izU
caracterizou	k,a*akt,e*iz'ow
caracterizá	k,a*akt,e*iz'a
caracterizáramos	k,a*akt,e*iz'a*&mUs
caracterizáreis	k,a*akt,e*iz'a*eIs
caracterizásseis	k,a*akt,e*iz'aseIs
caracterizássemos	k,a*akt,e*iz'asemUs
caracterizávamos	k,a*akt,e*iz'av&mUs
caracterizáveis	k,a*akt,e*iz'aveIs
característica	k,a*akte*'istSik&
características	k,a*akte*'istSik&s
característico	k,a*akte*'istSikU
característicos	k,a*akte*'istSikUs
caracóis	k,a*ak'OIs
caralho	k,a*'aljU
caralhos	k,a*'aljUs
caramanchão	k,a*&m&~NS'&U~
carambola	k,a*&~mb'Ol&
carambolas	k,a*&~mb'Ol&s
caramelada	k,a*&mel'ad&
carameladas	k,a*&mel'ad&s
caramelado	k,a*&mel'adU
caramelados	k,a*&mel'adUs
caramelo	k,a*&m'ElU
caramelos	k,a*&m'ElUs
caramujo	k,a*&m'uZU
caramujos	k,a*&m'uZUs
caranguejeira	k,a*&~NgeZ'eI*&
caranguejeiras	k,a*&~NgeZ'eI*&s
caranguejo	k,a*&~Ng'eZU
caranguejos	k,a*&~Ng'eZUs
carapaça	k,a*ap'as&
carapaças	k,a*ap'as&s
carapuça	k,a*ap'us&
carapuças	k,a*ap'us&s
caras	k'a*&s
caratê	k,a*at'e
caravana	k,a*av'&~n&
caravanas	k,a*av'&~n&s
caravela	k,a*av'El&
caravelas	k,a*av'El&s
carboidrato	k,a*@-boidR'atU
carboidratos	k,a*@-boidR'atUs
carbonato	k,a*@-bon'atU
carbonatos	k,a*@-bon'atUs
carboniza	k,a*@-bon'iz&
carbonizada	k,a*@-boniz'ad&
carbonizadas	k,a*@-boniz'ad&s
carbonizado	k,a*@-boniz'adU
carbonizados	k,a*@-boniz'adUs
carbonizai	k,a*@-boniz'aI
carbonizais	k,a*@-boniz'aIs
carbonizam	k,a*@-bon'iz&U~
carbonizamo	k,a*@-boniz'&~mU
carbonizamos	k,a*@-boniz'&~mUs
carbonizando	k,a*@-boniz'&~NdU
carbonizar	k,a*@-boniz'ar
carbonizara	k,a*@-boniz'a*&
carbonizaram	k,a*@-boniz'a*&U~
carbonizaras	k,a*@-boniz'a*&s
carbonizardes	k,a*@-boniz'a*@-dZys
carbonizarei	k,a*@-bon,iza*'eI
carbonizareis	k,a*@-bon,iza*'eIs
carbonizarem	k,a*@-boniz'a*eIN
carbonizaremo	k,a*@-bon,iza*'emU
carbonizaremos	k,a*@-bon,iza*'emUs
carbonizares	k,a*@-boniz'a*ys
carbonizaria	k,a*@-bon,iza*'i;&
carbonizariam	k,a*@-bon,iza*'i;&U~
carbonizarias	k,a*@-bon,iza*'i;&s
carbonizarmo	k,a*@-boniz'a*@-mU
carbonizarmos	k,a*@-boniz'a*@-mUs
carbonizará	k,a*@-bon,iza*'a
carbonizarás	k,a*@-bon,iza*'as
carbonizarão	k,a*@-bon,iza*'&U~
carbonizaríamos	k,a*@-bon,iza*'i;&mUs
carbonizaríeis	k,a*@-bon,iza*'i;eIs
carbonizas	k,a*@-bon'iz&s
carbonizasse	k,a*@-boniz'asy
carbonizassem	k,a*@-boniz'aseIN
carbonizasses	k,a*@-boniz'asys
carbonizaste	k,a*@-boniz'astSy
carbonizastes	k,a*@-boniz'astSys
carbonizava	k,a*@-boniz'av&
carbonizavam	k,a*@-boniz'av&U~
carbonizavas	k,a*@-boniz'av&s
carbonização	k,a*@-bon,izas'&U~
carbonizações	k,a*@-bon,izas'o~js
carbonize	k,a*@-bon'izy
carbonizei	k,a*@-boniz'eI
carbonizeis	k,a*@-boniz'eIs
carbonizem	k,a*@-bon'izeIN
carbonizemo	k,a*@-boniz'emU
carbonizemos	k,a*@-boniz'emUs
carbonizes	k,a*@-bon'izys
carbonizo	k,a*@-bon'izU
carbonizou	k,a*@-boniz'ow
carbonizá	k,a*@-boniz'a
carbonizáramos	k,a*@-boniz'a*&mUs
carbonizáreis	k,a*@-boniz'a*eIs
carbonizásseis	k,a*@-boniz'aseIs
carbonizássemos	k,a*@-boniz'asemUs
carbonizávamos	k,a*@-boniz'av&mUs
carbonizáveis	k,a*@-boniz'aveIs
carbono	k,a*@-b'onU
carbonos	k,a*@-b'onUs
carbonífera	k,a*@-bon'ife*&
carboníferas	k,a*@-bon'ife*&s
carbonífero	k,a*@-bon'ife*U
carboníferos	k,a*@-bon'ife*Us
carboxiemoglobina	k,a*@-boks,i;em,oglob'in&
carbura	k,a*@-b'u*&
carburada	k,a*@-bu*'ad&
carburadas	k,a*@-bu*'ad&s
carburado	k,a*@-bu*'adU
carburador	k,a*@-bu*ad'or
carburadora	k,a*@-bu*ad'o*&
carburadoras	k,a*@-bu*ad'o*&s
carburadores	k,a*@-bu*ad'o*ys
carburados	k,a*@-bu*'adUs
carburai	k,a*@-bu*'aI
carburais	k,a*@-bu*'aIs
carburam	k,a*@-b'u*&U~
carburamo	k,a*@-bu*'&~mU
carburamos	k,a*@-bu*'&~mUs
carburando	k,a*@-bu*'&~NdU
carburar	k,a*@-bu*'ar
carburara	k,a*@-bu*'a*&
carburaram	k,a*@-bu*'a*&U~
carburaras	k,a*@-bu*'a*&s
carburardes	k,a*@-bu*'a*@-dZys
carburarei	k,a*@-bu*a*'eI
carburareis	k,a*@-bu*a*'eIs
carburarem	k,a*@-bu*'a*eIN
carburaremo	k,a*@-bu*a*'emU
carburaremos	k,a*@-bu*a*'emUs
carburares	k,a*@-bu*'a*ys
carburaria	k,a*@-bu*a*'i;&
carburariam	k,a*@-bu*a*'i;&U~
carburarias	k,a*@-bu*a*'i;&s
carburarmo	k,a*@-bu*'a*@-mU
carburarmos	k,a*@-bu*'a*@-mUs
carburará	k,a*@-bu*a*'a
carburarás	k,a*@-bu*a*'as
carburarão	k,a*@-bu*a*'&U~
carburaríamos	k,a*@-bu*a*'i;&mUs
carburaríeis	k,a*@-bu*a*'i;eIs
carburas	k,a*@-b'u*&s
carburasse	k,a*@-bu*'asy
carburassem	k,a*@-bu*'aseIN
carburasses	k,a*@-bu*'asys
carburaste	k,a*@-bu*'astSy
carburastes	k,a*@-bu*'astSys
carburava	k,a*@-bu*'av&
carburavam	k,a*@-bu*'av&U~
carburavas	k,a*@-bu*'av&s
carburação	k,a*@-bu*as'&U~
carburações	k,a*@-bu*as'o~js
carbure	k,a*@-b'u*y
carburei	k,a*@-bu*'eI
carbureis	k,a*@-bu*'eIs
carburem	k,a*@-b'u*eIN
carburemo	k,a*@-bu*'emU
carburemos	k,a*@-bu*'emUs
carbures	k,a*@-b'u*ys
carbureto	k,a*@-bu*'etU
carburo	k,a*@-b'u*U
carburou	k,a*@-bu*'ow
carburá	k,a*@-bu*'a
carburáramos	k,a*@-bu*'a*&mUs
carburáreis	k,a*@-bu*'a*eIs
carburásseis	k,a*@-bu*'aseIs
carburássemos	k,a*@-bu*'asemUs
carburávamos	k,a*@-bu*'av&mUs
carburáveis	k,a*@-bu*'aveIs
carbônica	k,a*@-b'onik&
carbônicas	k,a*@-b'onik&s
carbônico	k,a*@-b'onikU
carbônicos	k,a*@-b'onikUs
carcaça	k,a*@-k'as&
carcaças	k,a*@-k'as&s
carcerária	k,a*@-se*'a*j&
carcerárias	k,a*@-se*'a*j&s
carcerário	k,a*@-se*'a*jU
carcerários	k,a*@-se*'a*jUs
carcinoma	k,a*@-sin'om&
carcinomas	k,a*@-sin'om&s
carcomida	k,a*@-kom'id&
carcomidas	k,a*@-kom'id&s
carcomido	k,a*@-kom'idU
carcomidos	k,a*@-kom'idUs
cardeais	k,a*@-de'aIs
cardeal	k,a*@-de'aU
cardinais	k,a*@-dZin'aIs
cardinal	k,a*@-dZin'aU
cardinalato	k,a*@-dZinal'atU
cardinalatos	k,a*@-dZinal'atUs
cardinalidade	k,a*@-dZin,alid'adZy
cardinalidades	k,a*@-dZin,alid'adZys
cardinalícia	k,a*@-dZinal'isj&
cardinalícias	k,a*@-dZinal'isj&s
cardinalício	k,a*@-dZinal'isjU
cardinalícios	k,a*@-dZinal'isjUs
cardiografia	k,a*@-dZi;,ogRaf'i;&
cardiografias	k,a*@-dZi;,ogRaf'i;&s
cardiologia	k,a*@-dZi;,oloZ'i;&
cardiologista	k,a*@-dZi;,oloZ'ist&
cardiologistas	k,a*@-dZi;,oloZ'ist&s
cardiopata	k,a*@-dZi;op'at&
cardiopatas	k,a*@-dZi;op'at&s
cardiopatia	k,a*@-dZi;,opatS'i;&
cardiopatias	k,a*@-dZi;,opatS'i;&s
cardiorrespiratória	k,a*@-dZi;,oxesp,i*at'O*j&
cardiorrespiratórias	k,a*@-dZi;,oxesp,i*at'O*j&s
cardiorrespiratório	k,a*@-dZi;,oxesp,i*at'O*jU
cardiorrespiratórios	k,a*@-dZi;,oxesp,i*at'O*jUs
cardiovascular	k,a*@-dZi;,ovaskul'ar
cardiovasculares	k,a*@-dZi;,ovaskul'a*ys
cardo	k'a*@-dU
cardos	k'a*@-dUs
cardume	k,a*@-d'umy
cardumes	k,a*@-d'umys
cardápio	k,a*@-d'apjU
cardápios	k,a*@-d'apjUs
cardíaca	k,a*@-dZ'i;&k&
cardíacas	k,a*@-dZ'i;&k&s
cardíaco	k,a*@-dZ'i;&kU
cardíacos	k,a*@-dZ'i;&kUs
careca	k,a*'Ek&
carecas	k,a*'Ek&s
carece	k,a*'Esy
carecei	k,a*es'eI
careceis	k,a*es'eIs
carecem	k,a*'EseIN
carecemo	k,a*es'emU
carecemos	k,a*es'emUs
carecendo	k,a*es'eINdU
carecer	k,a*es'er
carecera	k,a*es'e*&
careceram	k,a*es'e*&U~
careceras	k,a*es'e*&s
carecerdes	k,a*es'e*@-dZys
carecerei	k,a*ese*'eI
carecereis	k,a*ese*'eIs
carecerem	k,a*es'e*eIN
careceremo	k,a*ese*'emU
careceremos	k,a*ese*'emUs
careceres	k,a*es'e*ys
careceria	k,a*ese*'i;&
careceriam	k,a*ese*'i;&U~
carecerias	k,a*ese*'i;&s
carecermo	k,a*es'e*@-mU
carecermos	k,a*es'e*@-mUs
carecerá	k,a*ese*'a
carecerás	k,a*ese*'as
carecerão	k,a*ese*'&U~
careceríamos	k,a*ese*'i;&mUs
careceríeis	k,a*ese*'i;eIs
careces	k,a*'Esys
carecesse	k,a*es'esy
carecessem	k,a*es'eseIN
carecesses	k,a*es'esys
careceste	k,a*es'estSy
carecestes	k,a*es'estSys
careceu	k,a*es'eU
careci	k,a*es'i
carecia	k,a*es'i;&
careciam	k,a*es'i;&U~
carecias	k,a*es'i;&s
carecida	k,a*es'id&
carecidas	k,a*es'id&s
carecido	k,a*es'idU
carecidos	k,a*es'idUs
carecê	k,a*es'e
carecêramos	k,a*es'e*&mUs
carecêreis	k,a*es'e*eIs
carecêsseis	k,a*es'eseIs
carecêssemos	k,a*es'esemUs
carecíamos	k,a*es'i;&mUs
carecíeis	k,a*es'i;eIs
careira	k,a*'eI*&
careiras	k,a*'eI*&s
careiro	k,a*'eI*U
careiros	k,a*'eI*Us
carente	k,a*'eINtSy
carentes	k,a*'eINtSys
carequinha	k,a*ek'in^&
carequinhas	k,a*ek'in^&s
carestia	k,a*estS'i;&
careta	k,a*'et&
caretas	k,a*'et&s
careça	k,a*'es&
careçais	k,a*es'aIs
careçam	k,a*'es&U~
careçamo	k,a*es'&~mU
careçamos	k,a*es'&~mUs
careças	k,a*'es&s
careço	k,a*'esU
carga	k'a*@-g&
cargas	k'a*@-g&s
cargo	k'a*@-gU
cargos	k'a*@-gUs
cargueiro	k,a*@-g'eI*U
cargueiros	k,a*@-g'eI*Us
caricata	k,a*ik'at&
caricatas	k,a*ik'at&s
caricato	k,a*ik'atU
caricatos	k,a*ik'atUs
caricatura	k,a*ikat'u*&
caricaturas	k,a*ikat'u*&s
caricaturista	k,a*ik,atu*'ist&
caricaturistas	k,a*ik,atu*'ist&s
caridade	k,a*id'adZy
caridades	k,a*id'adZys
caridosa	k,a*id'Oz&
caridosas	k,a*id'Oz&s
caridoso	k,a*id'ozU
caridosos	k,a*id'OzUs
carimba	k,a*'imb&
carimbada	k,a*imb'ad&
carimbadas	k,a*imb'ad&s
carimbado	k,a*imb'adU
carimbados	k,a*imb'adUs
